SPE1    -1394.844952222495
SPE2    -1396.407440108310
SPE3    -1394.552042374520
SPE4    -5357.480175105224
SPE5    -5354.900167762644
SPE6    -5356.613614703043
SPE7    -5356.997061331700
SPE8    -5357.104545762342
SPE9    -5354.205193027243
SPE10    -5355.327424129722
SPE11    -5358.396186154995
SPE12    -5354.875544788893
SPE13    -5357.879985225122
SPE14    -5356.801343043961
SPE15    -5355.012649829323
SPE16    -5355.911107946845
SPE17    -5357.352729673197
